mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.3,"54 km S of Whites City, New Mexico",1667680480235,1667849501164,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022vshr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022vshr&format=geojson,,,,,reviewed,0,81,tx,2022vshr,",tx2022vshr,",",tx,",",origin,phase-data,",16.0,0.03273082117,0.2,85.0,ml,earthquake,"M 2.3 - 54 km S of Whites City, New Mexico"
1.3,Nevada,1667680373762,1667938895937,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850668,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850668&format=geojson,,,,,reviewed,0,26,nn,00850668,",nn00850668,",",nn,",",origin,phase-data,",13.0,0.067,0.146,163.91,ml,earthquake,M 1.3 - Nevada
1.1,"17 km E of Circle, Alaska",1667680187782,1669240440068,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7d5856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7d5856&format=geojson,,,,,reviewed,0,19,ak,022e7d5856,",ak022e7d5856,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.1 - 17 km E of Circle, Alaska"
1.1,"45 km N of Chase, Alaska",1667680069934,1669240440257,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7d4svl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7d4svl&format=geojson,,,,,reviewed,0,19,ak,022e7d4svl,",ak022e7d4svl,",",ak,",",origin,phase-data,",,,0.25,,ml,earthquake,"M 1.1 - 45 km N of Chase, Alaska"
0.07,"85 km NNW of Karluk, Alaska",1667680003100,1667936200440,,https://earthquake.usgs.gov/earthquakes/eventpage/av91710196,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91710196&format=geojson,,,,,reviewed,0,0,av,91710196,",av91710196,",",av,",",origin,phase-data,",6.0,,0.07,216.0,ml,earthquake,"M 0.1 - 85 km NNW of Karluk, Alaska"
1.6,"61 km NNW of Yakutat, Alaska",1667679610872,1669249091573,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7d37ud,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7d37ud&format=geojson,,,,,reviewed,0,39,ak,022e7d37ud,",ak022e7d37ud,",",ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 1.6 - 61 km NNW of Yakutat, Alaska"
1.0,"34 km SE of Mina, Nevada",1667678971334,1668035799400,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850667,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850667&format=geojson,,,,,reviewed,0,15,nn,00850667,",nn00850667,",",nn,",",origin,phase-data,",15.0,0.091,0.1568,169.22,ml,earthquake,"M 1.0 - 34 km SE of Mina, Nevada"
1.6,"15 km SE of Skwentna, Alaska",1667678876160,1669240435368,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7d0iyg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7d0iyg&format=geojson,,,,,reviewed,0,39,ak,022e7d0iyg,",ak022e7d0iyg,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.6 - 15 km SE of Skwentna, Alaska"
0.31,"52 km WNW of Tyonek, Alaska",1667678812440,1667935998880,,https://earthquake.usgs.gov/earthquakes/eventpage/av91710186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91710186&format=geojson,,,,,reviewed,0,1,av,91710186,",av91710186,",",av,",",origin,phase-data,",6.0,,0.08,150.0,ml,earthquake,"M 0.3 - 52 km WNW of Tyonek, Alaska"
1.32,"7 km SW of Corinne, Utah",1667678278780,1667842494420,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60523412,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60523412&format=geojson,,,,,reviewed,0,27,uu,60523412,",uu60523412,",",uu,",",origin,phase-data,",18.0,0.1036,0.12,64.0,md,earthquake,"M 1.3 - 7 km SW of Corinne, Utah"
0.8,"24 km N of Beaver, Alaska",1667677835888,1669240439694,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7co9no,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7co9no&format=geojson,,,,,reviewed,0,10,ak,022e7co9no,",ak022e7co9no,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 0.8 - 24 km N of Beaver, Alaska"
4.4,South Indian Ocean,1667677659565,1669174597040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000inru,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000inru&format=geojson,,,,,reviewed,0,298,us,7000inru,",us7000inru,",",us,",",origin,phase-data,",33.0,3.064,0.56,74.0,mb,earthquake,M 4.4 - South Indian Ocean
4.7,"68 km SSW of Sofifi, Indonesia",1667677289603,1669173930040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000imrl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000imrl&format=geojson,,,,,reviewed,0,340,us,7000imrl,",us7000imrl,",",us,",",origin,phase-data,",98.0,0.605,0.54,87.0,mb,earthquake,"M 4.7 - 68 km SSW of Sofifi, Indonesia"
0.85,"7km NW of The Geysers, CA",1667677047100,1667677870559,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804006&format=geojson,,,,,automatic,0,11,nc,73804006,",nc73804006,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.003782,0.02,79.0,md,earthquake,"M 0.9 - 7km NW of The Geysers, CA"
2.1,"98 km ESE of Akutan, Alaska",1667676834500,1669240439502,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7cknx6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7cknx6&format=geojson,,,,,reviewed,0,68,ak,022e7cknx6,",ak022e7cknx6,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 2.1 - 98 km ESE of Akutan, Alaska"
-0.4,"36 km WNW of Indian Springs, Nevada",1667676450757,1667702504248,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850673,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850673&format=geojson,,,,,reviewed,0,0,nn,00850673,",nn00850673,",",nn,",",origin,phase-data,",7.0,0.041,0.0366,147.74,ml,earthquake,"M -0.4 - 36 km WNW of Indian Springs, Nevada"
0.75,"6km NW of The Geysers, CA",1667676323070,1667677271499,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804001&format=geojson,,,,,automatic,0,9,nc,73804001,",nc73804001,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.008535,0.01,142.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
0.5,"5 km SE of Cold Springs, Nevada",1667675885215,1667697726457,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850671,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850671&format=geojson,,,,,reviewed,0,4,nn,00850671,",nn00850671,",",nn,",",origin,phase-data,",6.0,0.037,0.1211,79.45,ml,earthquake,"M 0.5 - 5 km SE of Cold Springs, Nevada"
3.9,Guam region,1667675595873,1669161306040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000inry,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000inry&format=geojson,,,,,reviewed,0,234,us,7000inry,",us7000inry,",",us,",",origin,phase-data,",11.0,0.311,0.19,104.0,mb,earthquake,M 3.9 - Guam region
2.1,"Andreanof Islands, Aleutian Islands, Alaska",1667675474945,1669240439316,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7cfv46,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7cfv46&format=geojson,,,,,reviewed,0,68,ak,022e7cfv46,",ak022e7cfv46,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 2.1 - Andreanof Islands, Aleutian Islands, Alaska"
1.01,"1km WSW of Parkfield, CA",1667675400440,1668560173101,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803996&format=geojson,,,,,reviewed,0,16,nc,73803996,",nc73803996,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28.0,0.009798,0.07,84.0,md,earthquake,"M 1.0 - 1km WSW of Parkfield, CA"
0.58,"38 km NNE of Amboy, Washington",1667675393930,1667756466660,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61893006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61893006&format=geojson,,,,,reviewed,0,5,uw,61893006,",uw61893006,",",uw,",",origin,phase-data,",14.0,0.007212,0.17,75.0,ml,earthquake,"M 0.6 - 38 km NNE of Amboy, Washington"
1.5,"10 km S of Susitna North, Alaska",1667675299439,1669240435142,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7cf89o,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7cf89o&format=geojson,,,,,reviewed,0,35,ak,022e7cf89o,",ak022e7cf89o,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 1.5 - 10 km S of Susitna North, Alaska"
2.8,"14km NW of Pinnacles, CA",1667675208590,1669160739040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803991&format=geojson,4.0,2.7,,,reviewed,0,122,nc,73803991,",nc73803991,us7000imrj,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",79.0,0.05395,0.11,54.0,md,earthquake,"M 2.8 - 14km NW of Pinnacles, CA"
0.0,"48 km SW of Rachel, Nevada",1667675185544,1668041373101,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850971&format=geojson,,,,,reviewed,0,0,nn,00850971,",nn00850971,",",nn,",",origin,phase-data,",12.0,0.091,0.165,238.7,ml,earthquake,"M 0.0 - 48 km SW of Rachel, Nevada"
2.4,"55 km S of Whites City, New Mexico",1667675029253,1667838823068,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022vser,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022vser&format=geojson,,,,,reviewed,0,89,tx,2022vser,",tx2022vser,",",tx,",",origin,phase-data,",12.0,0.01452572935,0.3,82.0,ml,earthquake,"M 2.4 - 55 km S of Whites City, New Mexico"
0.35,"7km NW of The Geysers, CA",1667674970410,1667676370411,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803981,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803981&format=geojson,,,,,automatic,0,2,nc,73803981,",nc73803981,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.006051,0.02,79.0,md,earthquake,"M 0.4 - 7km NW of The Geysers, CA"
1.46,"7km NW of The Geysers, CA",1667674954870,1668507013697,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803976,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803976&format=geojson,,,,,reviewed,0,33,nc,73803976,",nc73803976,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,0.008189,0.03,32.0,md,earthquake,"M 1.5 - 7km NW of The Geysers, CA"
1.8,"19 km WNW of Kalifornsky, Alaska",1667674858627,1669240434907,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7cdlhi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7cdlhi&format=geojson,,,,,reviewed,0,50,ak,022e7cdlhi,",ak022e7cdlhi,",",ak,",",origin,phase-data,",,,0.37,,ml,earthquake,"M 1.8 - 19 km WNW of Kalifornsky, Alaska"
0.49,"6km NW of The Geysers, CA",1667674719320,1668484033481,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803971&format=geojson,,,,,reviewed,0,4,nc,73803971,",nc73803971,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.006703,0.02,48.0,md,earthquake,"M 0.5 - 6km NW of The Geysers, CA"
5.1,D'Entrecasteaux Islands region,1667674549797,1667920850182,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000imre,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000imre&format=geojson,1.0,3.8,,,reviewed,0,401,us,7000imre,",us7000imre,",",us,",",dyfi,origin,phase-data,",87.0,4.975,0.57,40.0,mb,earthquake,M 5.1 - D'Entrecasteaux Islands region
1.23,"13 km SSE of Kanarraville, Utah",1667674506800,1667841933680,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60523397,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60523397&format=geojson,,,,,reviewed,0,23,uu,60523397,",uu60523397,",",uu,",",origin,phase-data,",8.0,0.07345,0.06,98.0,ml,earthquake,"M 1.2 - 13 km SSE of Kanarraville, Utah"
2.1,"6 km NNW of Nantucket, Massachusetts",1667674430343,1668314456284,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000imra,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000imra&format=geojson,44.0,3.4,,,reviewed,0,83,us,7000imra,",us7000imra,",",us,",",dyfi,origin,phase-data,",25.0,0.803,0.42,232.0,mb_lg,earthquake,"M 2.1 - 6 km NNW of Nantucket, Massachusetts"
1.23,"7km NW of The Geysers, CA",1667674400300,1668495671600,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803956,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803956&format=geojson,,,,,reviewed,0,23,nc,73803956,",nc73803956,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,0.003755,0.02,35.0,md,earthquake,"M 1.2 - 7km NW of The Geysers, CA"
0.1,"48 km SW of Rachel, Nevada",1667674311243,1668040815240,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850970,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850970&format=geojson,,,,,reviewed,0,0,nn,00850970,",nn00850970,",",nn,",",origin,phase-data,",15.0,0.105,0.1707,242.78,ml,earthquake,"M 0.1 - 48 km SW of Rachel, Nevada"
2.4,"6km NW of The Geysers, CA",1667674307960,1668482411316,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803951&format=geojson,,,,,reviewed,0,89,nc,73803951,",nc73803951,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",73.0,0.008032,0.06,26.0,md,earthquake,"M 2.4 - 6km NW of The Geysers, CA"
3.16,"10 km N of Van Buren, Missouri",1667673852230,1667964992395,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60415171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60415171&format=geojson,89.0,4.3,4.386,,reviewed,0,192,nm,60415171,",nm60415171,us7000imr7,",",nm,us,",",dyfi,origin,phase-data,shakemap,",55.0,0.08211,0.31,39.0,md,earthquake,"M 3.2 - 10 km N of Van Buren, Missouri"
0.98,"6km NW of The Geysers, CA",1667673627040,1667677932566,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803946&format=geojson,,,,,automatic,0,15,nc,73803946,",nc73803946,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.007867,0.02,50.0,md,earthquake,"M 1.0 - 6km NW of The Geysers, CA"
1.1,"51 km NW of Rampart, Alaska",1667673513891,1669240434709,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7c09ab,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7c09ab&format=geojson,,,,,reviewed,0,19,ak,022e7c09ab,",ak022e7c09ab,",",ak,",",origin,phase-data,",,,0.82,,ml,earthquake,"M 1.1 - 51 km NW of Rampart, Alaska"
0.86,"3km W of Anderson Springs, CA",1667673470980,1667677211493,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803941,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803941&format=geojson,,,,,automatic,0,11,nc,73803941,",nc73803941,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01158,0.01,160.0,md,earthquake,"M 0.9 - 3km W of Anderson Springs, CA"
1.2,"40 km S of Cantwell, Alaska",1667672846821,1669240434336,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7bxvvl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7bxvvl&format=geojson,,,,,reviewed,0,22,ak,022e7bxvvl,",ak022e7bxvvl,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.2 - 40 km S of Cantwell, Alaska"
2.2,"58 km S of False Pass, Alaska",1667672768472,1669249089537,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7bxmrc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7bxmrc&format=geojson,,,,,reviewed,0,74,ak,022e7bxmrc,",ak022e7bxmrc,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 2.2 - 58 km S of False Pass, Alaska"
1.1,"48 km ENE of Chase, Alaska",1667672744266,1669249089735,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7bxhn2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7bxhn2&format=geojson,,,,,reviewed,0,19,ak,022e7bxhn2,",ak022e7bxhn2,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,"M 1.1 - 48 km ENE of Chase, Alaska"
1.0,"63 km S of Shungnak, Alaska",1667672507391,1669249091339,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7bwn8g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7bwn8g&format=geojson,,,,,reviewed,0,15,ak,022e7bwn8g,",ak022e7bwn8g,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.0 - 63 km S of Shungnak, Alaska"
1.2,"6 km NNW of Cantwell, Alaska",1667672288592,1669240433946,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7bvx1b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7bvx1b&format=geojson,,,,,reviewed,0,22,ak,022e7bvx1b,",ak022e7bvx1b,",",ak,",",origin,phase-data,",,,0.77,,ml,earthquake,"M 1.2 - 6 km NNW of Cantwell, Alaska"
-0.1,"67 km NE of Nikolski, Alaska",1667671865780,1667935558080,,https://earthquake.usgs.gov/earthquakes/eventpage/av91710136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91710136&format=geojson,,,,,reviewed,0,0,av,91710136,",av91710136,",",av,",",origin,phase-data,",6.0,,0.1,230.0,ml,earthquake,"M -0.1 - 67 km NE of Nikolski, Alaska"
0.14,"3km NW of The Geysers, CA",1667671570630,1667683932220,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803921,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803921&format=geojson,,,,,reviewed,0,0,nc,73803921,",nc73803921,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.00206,0.02,97.0,md,earthquake,"M 0.1 - 3km NW of The Geysers, CA"
1.06,"87 km W of Adak, Alaska",1667671114990,1667932117850,,https://earthquake.usgs.gov/earthquakes/eventpage/av91710126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91710126&format=geojson,,,,,reviewed,0,17,av,91710126,",av91710126,",",av,",",origin,phase-data,",3.0,,0.05,231.0,ml,earthquake,"M 1.1 - 87 km W of Adak, Alaska"
0.1,"36 km WNW of Indian Springs, Nevada",1667670708363,1667672542071,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850661&format=geojson,,,,,reviewed,0,0,nn,00850661,",nn00850661,",",nn,",",origin,phase-data,",15.0,0.041,0.1014,146.45,ml,earthquake,"M 0.1 - 36 km WNW of Indian Springs, Nevada"
4.3,,1667670702525,1667686171040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000imr4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000imr4&format=geojson,,,,,reviewed,0,284,us,7000imr4,",us7000imr4,",",us,",",origin,phase-data,",32.0,0.635,0.4,73.0,mb,earthquake,M 4.3 - 
-0.12,"74 km NW of Ninilchik, Alaska",1667670656730,1667931952050,,https://earthquake.usgs.gov/earthquakes/eventpage/av91710121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91710121&format=geojson,,,,,reviewed,0,0,av,91710121,",av91710121,",",av,",",origin,phase-data,",7.0,,0.08,157.0,ml,earthquake,"M -0.1 - 74 km NW of Ninilchik, Alaska"
0.84,"6km W of Cobb, CA",1667670561360,1667674396227,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803916&format=geojson,,,,,automatic,0,11,nc,73803916,",nc73803916,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.0104,0.02,95.0,md,earthquake,"M 0.8 - 6km W of Cobb, CA"
1.6,"32 km ESE of Susitna North, Alaska",1667670434435,1669240433734,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7bgpkd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7bgpkd&format=geojson,,,,,reviewed,0,39,ak,022e7bgpkd,",ak022e7bgpkd,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.6 - 32 km ESE of Susitna North, Alaska"
0.22,"7km NW of The Geysers, CA",1667670398940,1667680570846,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803906&format=geojson,,,,,reviewed,0,1,nc,73803906,",nc73803906,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.008765,0.02,52.0,md,earthquake,"M 0.2 - 7km NW of The Geysers, CA"
0.35,"7km W of Cobb, CA",1667670241330,1667671210116,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803901,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803901&format=geojson,,,,,automatic,0,2,nc,73803901,",nc73803901,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.009029,0.03,101.0,md,earthquake,"M 0.4 - 7km W of Cobb, CA"
1.79999995,"7 km SSW of P?hala, Hawaii",1667670165490,1667670368550,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73209242,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73209242&format=geojson,,,,,automatic,0,50,hv,73209242,",hv73209242,",",hv,",",origin,phase-data,",33.0,,0.180000007,161.0,md,earthquake,"M 1.8 - 7 km SSW of P?hala, Hawaii"
0.85,"5km NNW of Mira Loma, CA",1667670131520,1667757145651,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40129311,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40129311&format=geojson,,,,,reviewed,0,11,ci,40129311,",ci40129311,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.03117,0.18,50.0,ml,earthquake,"M 0.9 - 5km NNW of Mira Loma, CA"
0.5,"6km NW of The Geysers, CA",1667669505950,1668469390033,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803886&format=geojson,,,,,reviewed,0,4,nc,73803886,",nc73803886,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",28.0,0.00832,0.03,32.0,md,earthquake,"M 0.5 - 6km NW of The Geysers, CA"
0.46,"6km NW of The Geysers, CA",1667669442930,1667669622704,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803891&format=geojson,,,,,automatic,0,3,nc,73803891,",nc73803891,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.009703,0.02,50.0,md,earthquake,"M 0.5 - 6km NW of The Geysers, CA"
0.95,"6km NW of The Geysers, CA",1667669419230,1667669516936,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803881&format=geojson,,,,,automatic,0,14,nc,73803881,",nc73803881,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.008523,0.02,31.0,md,earthquake,"M 1.0 - 6km NW of The Geysers, CA"
0.84,"6km NW of The Geysers, CA",1667669332970,1667677512525,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803866&format=geojson,,,,,automatic,0,11,nc,73803866,",nc73803866,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01569,0.02,57.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
1.49,"2km NE of The Geysers, CA",1667669322800,1668480613144,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803861&format=geojson,,,,,reviewed,0,34,nc,73803861,",nc73803861,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.009053,0.04,75.0,md,earthquake,"M 1.5 - 2km NE of The Geysers, CA"
2.45,"6km NW of The Geysers, CA",1667669297520,1668481513231,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803871&format=geojson,4.0,3.4,,,reviewed,0,94,nc,73803871,",nc73803871,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",69.0,0.007811,0.06,29.0,md,earthquake,"M 2.5 - 6km NW of The Geysers, CA"
0.79,"6km NW of The Geysers, CA",1667669127930,1667674212212,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73803856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73803856&format=geojson,,,,,automatic,0,10,nc,73803856,",nc73803856,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.008693,0.03,61.0,md,earthquake,"M 0.8 - 6km NW of The Geysers, CA"
4.3,"124 km ENE of Misawa, Japan",1667668664243,1667682808040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000imqz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000imqz&format=geojson,,,,,reviewed,0,284,us,7000imqz,",us7000imqz,",",us,",",origin,phase-data,",59.0,0.931,0.48,165.0,mb,earthquake,"M 4.3 - 124 km ENE of Misawa, Japan"
2.4,"20 km SSW of Susitna, Alaska",1667668620873,1669240438873,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7ba947,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7ba947&format=geojson,,,,,reviewed,0,89,ak,022e7ba947,",ak022e7ba947,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 2.4 - 20 km SSW of Susitna, Alaska"
2.6,"50 km ESE of Port Alsworth, Alaska",1667668602555,1669240433472,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022e7ba5v3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022e7ba5v3&format=geojson,,,,,reviewed,0,104,ak,022e7ba5v3,",us7000imqx,ak022e7ba5v3,",",us,ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 2.6 - 50 km ESE of Port Alsworth, Alaska"
